2101310100034,เครื่องเป่าลม MX - 400/Maxima,ตัว,
2101310100065,เครื่องเป่าลมร้อน MX-2000 (2000W) -สีน้ำเงิน/Maxima,ตัว,
2101310100072,เครื่องราวเตอร์รุ่น Mx 3612BR ขนาด 12 มิล/Maxima,ตัว,
2101320200014,ปืนลมยิงแม็กซ์ ขาเดี่ยว Model.AF-30 (สำหรับงานไม้)/Maxima,ตัว,
2101320200021,ปืนลมยิงแม็กซ์ ขาเดี่ยว Model.F-50  (สำหรับงานไม้)/Maxima,ตัว,
2101320200038,ปืนลมยิงแม็กซ์ ขาคู่ Model. F-422 (สำหรับงานไม้)/Maxima,ตัว,
2101320200052,ปืนลมยิงแม็กซ์ ขาคู่ Model. ST-64  (สำหรับงานคอนกรีต)/Maxima,ตัว,
2101350100032,กบไฟฟ้า รุ่น MT190X  ขนาด 3"/Maktec,ตัว,
2101350100063,กบไฟฟ้า MX1100 ขนาด 82 มิล (3 นิ้ว) สีน้ำเงิน (1คม)/Maxima,ตัว,
2101350100100,กบไฟฟ้า รุ่น MT191  ขนาด 3"/Maktec,ตัว,
2101350100117,เครื่องเลื่อยวงเดือน รุ่น MT583  ขนาด 7"/Maktec,ตัว,
2101360200012,SX-HCT-26S  ปั๊มน้ำ /SAXON,ชุด,
2101360200029,ปั๊มลมโรตารี่ MX-50L/3HP (50 ลิตร) - สีฟ้า/Maxima,ตัว,
2101360200036,ปั๊มลมโรตารี่ MX-25L/3HP (25 ลิตร) - สีเงิน/Maxima,ตัว,
